song_id,song,artist,total_appearances,reentry_count,avg_gap_days,max_gap_days,avg_popularity,peak_popularity,best_position,album_type,is_explicit,duration_min,total_tracks,avg_momentum,peak_momentum,total_momentum,reentry_score,spike_score,recovery_score,fandom_intensity_score
1-800-hot-n-fun || LE SSERAFIM,1-800-hot-n-fun,LE SSERAFIM,8,0,0.0,0,71.12,75,26,single,False,2.89,5,0.9428571428571428,2.4,6.6,0.0,4.56,1.27,1.91
24YB (Intro) || YANGHONGWON,24YB (Intro),YANGHONGWON,3,0,0.0,0,41.33,44,26,album,False,1.39,8,1.7999999999999998,2.4,3.5999999999999996,0.0,4.56,0.36,1.69
3D (Alternate Ver.) || Jung Kook & Jack Harlow,3D (Alternate Ver.),Jung Kook & Jack Harlow,20,0,0.0,0,68.05,80,5,single,False,2.71,3,1.0947368421052632,3.6,20.8,0.0,6.84,3.44,3.25
3D (Justin Timberlake Remix) || Jung Kook & Justin Timberlake,3D (Justin Timberlake Remix),Jung Kook & Justin Timberlake,6,0,0.0,0,60.83,76,21,single,False,2.68,1,9.280000000000001,40.2,46.400000000000006,0.0,76.43,0.9,26.98
3D (feat. Jack Harlow) (Alternate Ver.) || Jung Kook & Jack Harlow,3D (feat. Jack Harlow) (Alternate Ver.),Jung Kook & Jack Harlow,2,0,0.0,0,0.0,0,4,single,False,2.71,3,0.0,0.0,0.0,0.0,0.0,0.18,0.04
3D (feat. Jack Harlow) (Instrumental) || Jung Kook & Jack Harlow,3D (feat. Jack Harlow) (Instrumental),Jung Kook & Jack Harlow,11,0,0.0,0,50.82,74,9,single,False,3.33,3,5.58,43.2,55.800000000000004,0.0,82.13,1.81,29.2
3D (feat. Jack Harlow) (MK Remix) || Jung Kook & Jack Harlow & MK,3D (feat. Jack Harlow) (MK Remix),Jung Kook & Jack Harlow & MK,4,0,0.0,0,30.0,62,28,single,True,3.1,1,12.399999999999999,34.8,37.199999999999996,0.0,66.16,0.54,23.29
3D (feat. Jack Harlow) || Jung Kook,3D (feat. Jack Harlow),Jung Kook,308,0,0.0,0,79.81,86,3,album,True,3.36,7,0.17459283387622151,4.0,53.6,0.0,7.6,55.52,16.54
3D (feat. Jack Harlow) || Jung Kook & Jack Harlow,3D (feat. Jack Harlow),Jung Kook & Jack Harlow,112,0,0.0,0,84.63,89,2,single,True,3.36,3,0.6666666666666666,51.6,74.0,0.0,98.1,20.07,39.35
990 (Feat. Kim Ximya) || Beenzino,990 (Feat. Kim Ximya),Beenzino,5,0,0.0,0,46.4,50,18,album,True,3.56,18,1.5,3.6,6.0,0.0,6.84,0.72,2.57
A Psalm of Life || Lim Young Woong,A Psalm of Life,Lim Young Woong,121,1,132.0,132,59.19,61,25,album,False,3.89,12,0.45,4.4,54.0,14.29,8.37,21.7,14.07
A Yo (Feat. Beenzino) || E SENS,A Yo (Feat. Beenzino),E SENS,1,0,0.0,0,38.0,38,35,album,False,3.87,13,,,0.0,0.0,,0.0,
A bientot || Lim Young Woong,A bientot,Lim Young Woong,282,5,21.6,48,58.77,62,18,album,False,4.27,12,0.42491103202846975,4.2,119.4,71.43,7.98,50.81,44.07
ABCD || NAYEON,ABCD,NAYEON,26,0,0.0,0,60.88,67,26,album,False,2.71,7,0.768,4.8,19.2,0.0,9.13,4.52,4.33
AK47 || Men's Tear & 뷰티풀너드,AK47,Men's Tear & 뷰티풀너드,25,0,0.0,0,49.76,52,20,single,False,2.68,1,0.725,4.2,17.4,0.0,7.98,4.34,3.88
ALL RED || Playboi Carti,ALL RED,Playboi Carti,3,0,0.0,0,83.67,86,13,single,True,2.47,1,1.5,1.8,3.0,0.0,3.42,0.36,1.29
ANTIFRAGILE || LE SSERAFIM,ANTIFRAGILE,LE SSERAFIM,50,1,13.0,13,77.4,79,26,album,False,3.07,13,0.37959183673469393,2.4,18.6,14.29,4.56,8.86,9.53
APT. || ROSÉ & Bruno Mars,APT.,ROSÉ & Bruno Mars,39,0,0.0,0,94.72,98,2,single,False,2.83,1,0.3684210526315789,5.4,14.0,0.0,10.27,6.87,5.31
ASAP || NewJeans,ASAP,NewJeans,44,0,0.0,0,85.16,86,7,single,False,2.24,6,0.22325581395348837,1.8,9.6,0.0,3.42,7.78,3.14
Accendio || IVE,Accendio,IVE,2,0,0.0,0,59.5,60,49,single,False,3.2,6,0.6,0.6,0.6,0.0,1.14,0.18,0.44
After LIKE || IVE,After LIKE,IVE,48,0,0.0,0,84.27,85,30,single,False,2.95,2,0.5148936170212766,2.8,24.2,0.0,5.32,8.5,3.99
All I Want for Christmas Is You || Mariah Carey,All I Want for Christmas Is You,Mariah Carey,12,0,0.0,0,99.75,100,9,album,False,4.02,10,2.109090909090909,8.6,23.2,0.0,16.35,1.99,6.22
All Or Nothing || J Money & KingLee,All Or Nothing,J Money & KingLee,2,1,26.0,26,48.5,52,26,single,True,2.86,1,5.8,5.8,5.8,14.29,11.03,0.18,9.62
Allergy || (G)I-DLE,Allergy,(G)I-DLE,25,0,0.0,0,75.48,78,17,single,False,2.71,6,0.6,2.6,14.4,0.0,4.94,4.34,2.81
Alone || Jimin,Alone,Jimin,407,1,18.0,18,77.99,82,5,single,False,3.52,6,0.5733990147783251,6.8,232.8,14.29,12.93,73.42,28.6
"Angel Pt. 1 (feat. Jimin of BTS, JVKE & Muni Long) - Trailer Version || Fast & Furious: The Fast Saga & Jimin & BTS","Angel Pt. 1 (feat. Jimin of BTS, JVKE & Muni Long) - Trailer Version",Fast & Furious: The Fast Saga & Jimin & BTS,87,2,71.5,102,71.55,81,10,single,False,1.05,1,0.7116279069767443,5.6,61.2,28.57,10.65,15.55,19.04
"Angel Pt. 1 (feat. Jimin of BTS, JVKE & Muni Long) || Fast & Furious: The Fast Saga","Angel Pt. 1 (feat. Jimin of BTS, JVKE & Muni Long)",Fast & Furious: The Fast Saga,1,0,0.0,0,27.0,27,7,compilation,False,2.93,21,,,0.0,0.0,,0.0,
"Angel Pt. 1 (feat. Jimin of BTS, JVKE & Muni Long) || Fast & Furious: The Fast Saga & Jimin & BTS","Angel Pt. 1 (feat. Jimin of BTS, JVKE & Muni Long)",Fast & Furious: The Fast Saga & Jimin & BTS,217,0,0.0,0,82.07,90,1,single,False,2.93,2,0.29537037037037034,4.2,63.8,0.0,7.98,39.06,12.56
"Angel Pt. 2 (feat. Jimin of BTS, Charlie Puth and Muni Long) || Fast & Furious: The Fast Saga & Jimin & BTS","Angel Pt. 2 (feat. Jimin of BTS, Charlie Puth and Muni Long)",Fast & Furious: The Fast Saga & Jimin & BTS,65,1,71.0,71,73.12,75,5,single,False,2.94,2,0.3875,5.4,24.8,14.29,10.27,11.57,12.2
Another Level || Jin,Another Level,Jin,11,0,0.0,0,60.91,75,23,single,False,2.71,6,2.16,4.0,21.6,0.0,7.6,1.81,3.11
Armageddon || aespa,Armageddon,aespa,178,0,0.0,0,74.16,80,4,album,False,3.27,10,0.7491525423728813,9.0,132.6,0.0,17.11,32.01,13.99
Armageddon || aespa & Grimes & Flava D,Armageddon,aespa & Grimes & Flava D,2,1,15.0,15,18.0,36,31,single,False,3.27,6,21.6,21.6,21.6,14.29,41.06,0.18,20.13
As You Wish || WJSN,As You Wish,WJSN,2,0,0.0,0,52.5,53,39,single,False,3.26,7,0.6,0.6,0.6,0.0,1.14,0.18,0.44
Attention (250 Remix) || NewJeans,Attention (250 Remix),NewJeans,1,0,0.0,0,58.0,58,47,album,False,3.02,12,,,0.0,0.0,,0.0,
Attention || NewJeans,Attention,NewJeans,151,4,61.5,211,82.33,85,26,single,False,3.0,4,0.34800000000000003,4.0,52.2,57.14,7.6,27.12,32.3
BACK TO ME || Kanye West & Ty Dolla $ign,BACK TO ME,Kanye West & Ty Dolla $ign,2,0,0.0,0,82.0,84,23,album,True,4.92,16,2.4,2.4,2.4,0.0,4.56,0.18,1.64
BAHAMA || aespa,BAHAMA,aespa,1,0,0.0,0,56.0,56,41,album,False,3.18,10,,,0.0,0.0,,0.0,
BIRDS OF A FEATHER || Billie Eilish,BIRDS OF A FEATHER,Billie Eilish,185,0,0.0,0,97.49,100,15,album,False,3.51,10,0.47934782608695653,5.4,88.2,0.0,10.27,33.27,11.91
BURN || Kanye West & Ty Dolla $ign,BURN,Kanye West & Ty Dolla $ign,1,0,0.0,0,80.0,80,40,album,True,1.86,16,,,0.0,0.0,,0.0,
"BY COLOR, WHITE COLOR (Feat. KOVV) || YANGHONGWON","BY COLOR, WHITE COLOR (Feat. KOVV)",YANGHONGWON,3,0,0.0,0,39.33,41,30,album,False,3.27,8,1.5,3.0,3.0,0.0,5.7,0.36,2.08
Baddie || IVE,Baddie,IVE,62,3,14.0,18,78.4,83,10,single,False,2.57,6,1.0885245901639342,45.8,66.39999999999999,42.86,87.07,11.03,50.38
Baggy Jeans || NCT,Baggy Jeans,NCT,24,0,0.0,0,61.29,64,23,album,False,3.52,10,1.4173913043478261,6.6,32.6,0.0,12.55,4.16,5.43
Bam Yang Gang || BIBI,Bam Yang Gang,BIBI,77,0,0.0,0,74.34,77,4,single,False,2.44,2,0.5894736842105264,17.6,44.800000000000004,0.0,33.46,13.74,15.15
Be Mine || Jimin,Be Mine,Jimin,129,0,0.0,0,80.12,83,2,album,False,3.46,7,0.115625,2.4,14.8,0.0,4.56,23.15,7.38
Beautiful Things || Benson Boone,Beautiful Things,Benson Boone,86,0,0.0,0,93.77,100,20,single,False,3.01,1,0.6211764705882353,6.6,52.800000000000004,0.0,12.55,15.37,8.24
Better Things || aespa,Better Things,aespa,32,1,16.0,16,76.44,81,30,single,False,3.39,1,2.0129032258064514,40.6,62.4,14.29,77.19,5.61,34.14
Big Dawgs || Hanumankind & Kalmi,Big Dawgs,Hanumankind & Kalmi,6,0,0.0,0,92.0,92,48,single,True,3.18,1,0.0,0.0,0.0,0.0,0.0,0.9,0.22
Bite Me || ENHYPEN,Bite Me,ENHYPEN,23,0,0.0,0,84.91,89,23,single,False,2.63,6,1.1272727272727272,10.0,24.8,0.0,19.01,3.98,7.65
Bling-Bang-Bang-Born || Creepy Nuts,Bling-Bang-Bang-Born,Creepy Nuts,43,1,21.0,21,90.42,92,34,single,False,2.8,2,0.680952380952381,4.0,28.6,14.29,7.6,7.59,10.27
Blue || V,Blue,V,67,1,54.0,54,84.15,86,10,single,False,2.5,6,0.3242424242424242,2.4,21.4,14.29,4.56,11.93,10.29
Boat || george,Boat,george,3,0,0.0,0,58.0,58,49,single,False,3.2,1,0.2,0.4,0.4,0.0,0.76,0.36,0.36
Boom Boom Bass || RIIZE,Boom Boom Bass,RIIZE,95,0,0.0,0,65.34,69,12,album,False,2.55,8,0.8063829787234043,31.2,75.8,0.0,59.32,17.0,25.01
"Boys Like Girls (Feat. Gist, Jayci yucca) || Leellamarz","Boys Like Girls (Feat. Gist, Jayci yucca)",Leellamarz,5,0,0.0,0,26.2,47,33,album,False,2.44,12,7.45,25.0,29.8,0.0,47.53,0.72,16.82
Broken Melodies || NCT DREAM,Broken Melodies,NCT DREAM,12,1,20.0,20,66.58,72,12,single,False,3.77,1,0.9454545454545453,3.8,10.399999999999999,14.29,7.22,1.99,8.74
Bubble Gum (Instrumental) || NewJeans,Bubble Gum (Instrumental),NewJeans,1,0,0.0,0,52.0,52,44,single,False,3.34,4,,,0.0,0.0,,0.0,
Bubble Gum || NewJeans,Bubble Gum,NewJeans,128,1,8.0,8,77.9,81,3,single,False,3.34,4,0.24251968503937008,3.6,30.8,14.29,6.84,22.97,13.85
Bubble || STAYC,Bubble,STAYC,1,0,0.0,0,58.0,58,47,single,False,2.99,6,,,0.0,0.0,,0.0,
But Daddy I Love Him || Taylor Swift,But Daddy I Love Him,Taylor Swift,2,0,0.0,0,81.0,82,50,album,True,5.67,16,1.2,1.2,1.2,0.0,2.28,0.18,0.84
But Sometimes || BOYNEXTDOOR,But Sometimes,BOYNEXTDOOR,19,0,0.0,0,66.63,70,31,single,False,2.92,6,1.411111111111111,3.8,25.4,0.0,7.22,3.25,3.34
CARNIVAL || Kanye West & Ty Dolla $ign,CARNIVAL,Kanye West & Ty Dolla $ign,3,0,0.0,0,85.67,89,22,album,True,4.41,16,2.1,2.4,4.2,0.0,4.56,0.36,1.69
CARNIVAL || ¥$ & Kanye West & Ty Dolla $ign,CARNIVAL,¥$ & Kanye West & Ty Dolla $ign,14,1,13.0,13,80.86,97,24,single,True,4.41,1,5.0307692307692315,24.6,65.4,14.29,46.77,2.35,22.67
CHIHIRO || Billie Eilish,CHIHIRO,Billie Eilish,4,0,0.0,0,83.5,92,46,album,False,5.06,10,6.333333333333333,17.8,19.0,0.0,33.84,0.54,11.98
CRAZY || LE SSERAFIM,CRAZY,LE SSERAFIM,83,0,0.0,0,77.2,80,4,single,False,2.74,5,0.4414634146341464,4.2,36.2,0.0,7.98,14.83,6.5
CROOKED || G-DRAGON,CROOKED,G-DRAGON,7,1,17.0,17,61.71,65,37,album,False,3.75,12,1.5,4.2,9.0,14.29,7.98,1.08,8.78
Camp || Beenzino,Camp,Beenzino,2,0,0.0,0,40.0,43,41,album,True,3.67,18,3.6,3.6,3.6,0.0,6.84,0.18,2.44
Candy (Feat. Zion.T) || Jay Park,Candy (Feat. Zion.T),Jay Park,7,0,0.0,0,61.0,66,31,single,False,3.1,1,1.3666666666666665,2.6,8.2,0.0,4.94,1.08,2.0
Chasing Lightning || LE SSERAFIM,Chasing Lightning,LE SSERAFIM,1,0,0.0,0,60.0,60,40,single,False,3.42,5,,,0.0,0.0,,0.0,
Chasing That Feeling || TOMORROW X TOGETHER,Chasing That Feeling,TOMORROW X TOGETHER,5,0,0.0,0,45.0,77,37,album,False,3.04,10,11.549999999999999,44.4,46.199999999999996,0.0,84.41,0.72,29.72
Cheers to youth || SEVENTEEN,Cheers to youth,SEVENTEEN,3,0,0.0,0,63.33,66,31,album,False,3.19,33,3.8,5.2,7.6,0.0,9.89,0.36,3.55
Chemical || Post Malone,Chemical,Post Malone,1,0,0.0,0,91.0,91,49,single,True,3.07,1,,,0.0,0.0,,0.0,
Cherish (My Love) || ILLIT,Cherish (My Love),ILLIT,36,0,0.0,0,66.97,74,8,single,False,2.95,5,1.2571428571428571,7.2,44.0,0.0,13.69,6.33,6.37
Chill Kill || Red Velvet,Chill Kill,Red Velvet,17,0,0.0,0,72.24,75,28,album,False,3.58,10,0.6375,3.8,10.2,0.0,7.22,2.89,3.25
Chk Chk Boom || Stray Kids,Chk Chk Boom,Stray Kids,17,0,0.0,0,64.24,73,28,album,False,2.47,8,0.75,2.4,12.0,0.0,4.56,2.89,2.32
Christmas Love || Jimin,Christmas Love,Jimin,29,1,136.0,136,69.72,71,24,single,False,3.3,1,1.2357142857142858,8.6,34.6,14.29,16.35,5.06,12.7
Christmas Tree || V,Christmas Tree,V,72,1,9.0,9,83.21,84,16,single,False,3.5,2,0.5943661971830986,4.4,42.2,14.29,8.37,12.84,11.86
Christmas Without You || Ava Max,Christmas Without You,Ava Max,3,0,0.0,0,85.0,85,48,single,False,2.82,1,0.0,0.0,0.0,0.0,0.0,0.36,0.09
Circles || Post Malone,Circles,Post Malone,2,0,0.0,0,89.0,89,38,album,False,3.59,17,0.0,0.0,0.0,0.0,0.0,0.18,0.04
Citi+ || YANGHONGWON,Citi+,YANGHONGWON,1,0,0.0,0,40.0,40,33,single,False,2.53,1,,,0.0,0.0,,0.0,
Click Like (Prod. Crush) (Feat. Paul Blanco) || Various Artists,Click Like (Prod. Crush) (Feat. Paul Blanco),Various Artists,4,0,0.0,0,56.75,66,41,single,False,2.77,4,4.266666666666667,5.4,12.8,0.0,10.27,0.54,3.73
Closer Than This || Jimin,Closer Than This,Jimin,335,0,0.0,0,80.69,93,2,single,False,3.72,1,0.19221556886227545,2.6,64.2,0.0,4.94,60.4,16.83
Closer to You (feat. Major Lazer) || Jung Kook,Closer to You (feat. Major Lazer),Jung Kook,60,4,35.0,83,82.98,87,10,album,False,2.85,11,1.376271186440678,45.6,81.2,57.14,86.69,10.67,55.86
Coca Cola Red (Feat. oygli) || Beenzino,Coca Cola Red (Feat. oygli),Beenzino,5,0,0.0,0,46.0,49,23,album,True,3.34,18,1.35,3.6,5.4,0.0,6.84,0.72,2.57
Combo || RIIZE,Combo,RIIZE,2,0,0.0,0,38.0,42,41,album,False,3.66,9,4.8,4.8,4.8,0.0,9.13,0.18,3.24
Come back to me || RM,Come back to me,RM,6,1,10.0,10,72.5,78,21,single,False,6.48,2,1.6,3.6,8.0,14.29,6.84,0.9,8.33
Cool With You || NewJeans,Cool With You,NewJeans,86,0,0.0,0,86.97,89,4,single,False,2.46,6,0.16705882352941176,3.0,14.2,0.0,5.7,15.37,5.84
Cosmic || Red Velvet,Cosmic,Red Velvet,25,0,0.0,0,69.8,73,18,single,False,3.76,6,0.8250000000000001,9.6,19.8,0.0,18.25,4.34,7.47
Crazier || LE SSERAFIM,Crazier,LE SSERAFIM,1,0,0.0,0,61.0,61,47,single,False,2.98,5,,,0.0,0.0,,0.0,
Cream Soda || EXO,Cream Soda,EXO,2,0,0.0,0,75.5,77,43,album,False,3.09,9,1.8,1.8,1.8,0.0,3.42,0.18,1.24
"Crime (Feat. Bek Hyunjin, 250) || Beenzino","Crime (Feat. Bek Hyunjin, 250)",Beenzino,2,0,0.0,0,40.0,43,48,album,True,3.6,18,3.6,3.6,3.6,0.0,6.84,0.18,2.44
Cruel Summer || Taylor Swift,Cruel Summer,Taylor Swift,251,5,36.0,64,97.41,100,22,album,False,2.97,18,0.5072,3.8,126.8,71.43,7.22,45.21,42.4
Cupid - Twin Ver. || FIFTY FIFTY,Cupid - Twin Ver.,FIFTY FIFTY,65,1,11.0,11,98.22,99,10,single,False,2.9,3,0.259375,3.2,16.6,14.29,6.08,11.57,10.74
Cupid || FIFTY FIFTY,Cupid,FIFTY FIFTY,52,0,0.0,0,87.77,88,15,single,False,2.9,3,0.17254901960784316,3.2,8.8,0.0,6.08,9.22,4.43
Cupido || Engel Montaz & Kuv507 & Latinnites Music,Cupido,Engel Montaz & Kuv507 & Latinnites Music,4,0,0.0,0,69.0,70,25,single,False,3.58,1,2.4,6.6,7.199999999999999,0.0,12.55,0.54,4.53
DASH || NMIXX,DASH,NMIXX,56,0,0.0,0,77.82,80,20,album,False,2.78,7,0.7381818181818182,12.8,40.6,0.0,24.33,9.95,11.0
DELRESTO (ECHOES) || Travis Scott,DELRESTO (ECHOES),Travis Scott,1,0,0.0,0,0.0,0,39,album,True,4.57,19,,,0.0,0.0,,0.0,
DIE 4 YOU || DEAN,DIE 4 YOU,DEAN,28,0,0.0,0,71.57,76,7,single,False,3.23,1,1.8666666666666667,37.8,50.4,0.0,71.86,4.88,26.37
DO IT || Kanye West & Ty Dolla $ign,DO IT,Kanye West & Ty Dolla $ign,1,0,0.0,0,78.0,78,47,album,True,3.75,16,,,0.0,0.0,,0.0,
DRIP || BABYMONSTER,DRIP,BABYMONSTER,24,0,0.0,0,76.25,82,12,album,False,3.01,9,2.4608695652173913,12.0,56.6,0.0,22.81,4.16,9.02
Dance The Night (From Barbie The Album) || Dua Lipa,Dance The Night (From Barbie The Album),Dua Lipa,18,1,47.0,47,95.33,97,41,single,False,2.94,1,0.7411764705882353,3.4,12.6,14.29,6.46,3.07,8.74
Dancing In The Flames || The Weeknd,Dancing In The Flames,The Weeknd,7,0,0.0,0,82.0,85,15,single,False,3.67,1,1.3333333333333333,2.8,8.0,0.0,5.32,1.08,2.13
Dangerous || BOYNEXTDOOR,Dangerous,BOYNEXTDOOR,12,0,0.0,0,59.17,66,25,single,False,2.4,1,2.327272727272727,9.2,25.599999999999998,0.0,17.49,1.99,6.62
Dangerously || Charlie Puth,Dangerously,Charlie Puth,28,1,11.0,11,52.82,65,37,album,False,3.32,14,0.9333333333333333,9.0,25.2,14.29,17.11,4.88,12.92
Dare to Love (feat. BIG Naughty) || B.I,Dare to Love (feat. BIG Naughty),B.I,8,0,0.0,0,63.75,64,43,album,False,2.93,15,0.4857142857142857,3.0,3.4,0.0,5.7,1.27,2.31
"Darling, I (feat. Teezo Touchdown) || Tyler, The Creator","Darling, I (feat. Teezo Touchdown)","Tyler, The Creator",2,0,0.0,0,79.0,81,27,album,True,4.23,14,10.4,10.4,10.4,0.0,19.77,0.18,6.96
Deja Vu || TOMORROW X TOGETHER,Deja Vu,TOMORROW X TOGETHER,28,0,0.0,0,82.21,85,21,album,False,2.86,7,0.7481481481481481,9.2,20.2,0.0,17.49,4.88,7.34
Demon || $ecrecy,Demon,$ecrecy,1,0,0.0,0,38.0,38,34,album,True,2.32,15,,,0.0,0.0,,0.0,
Deseydin Anlardım || EDES,Deseydin Anlardım,EDES,2,0,0.0,0,1.0,1,39,single,False,2.51,1,0.0,0.0,0.0,0.0,0.0,0.18,0.04
Die With A Smile || Lady Gaga & Bruno Mars,Die With A Smile,Lady Gaga & Bruno Mars,103,0,0.0,0,96.81,100,10,single,False,4.19,1,0.9156862745098039,49.8,93.39999999999999,0.0,94.68,18.44,37.75
Discord || QWER,Discord,QWER,5,0,0.0,0,58.4,59,44,single,False,2.8,4,0.65,2.6,2.6,0.0,4.94,0.72,1.91
Ditto (250 Remix) || NewJeans,Ditto (250 Remix),NewJeans,2,0,0.0,0,58.5,61,35,album,False,3.36,12,3.0,3.0,3.0,0.0,5.7,0.18,2.04
Ditto || NewJeans,Ditto,NewJeans,374,7,16.9,28,84.06,90,12,single,False,3.09,1,0.3764075067024129,4.4,140.4,100.0,8.37,67.45,59.79
Do or Die || Lim Young Woong,Do or Die,Lim Young Woong,390,1,11.0,11,65.71,73,6,single,False,3.42,1,0.319280205655527,29.6,124.2,14.29,56.27,70.34,43.0
Don't Look Back In Anger - Remastered || Oasis,Don't Look Back In Anger - Remastered,Oasis,2,0,0.0,0,77.5,78,45,album,False,4.83,40,2.2,2.2,2.2,0.0,4.18,0.18,1.51
Don't Look Back in Anger - Remastered || Oasis,Don't Look Back in Anger - Remastered,Oasis,5,0,0.0,0,73.6,75,31,album,False,4.83,40,0.55,1.0,2.2,0.0,1.9,0.72,0.84
Dopamine - GISELLE Solo || aespa,Dopamine - GISELLE Solo,aespa,1,0,0.0,0,63.0,63,49,single,False,3.23,4,,,0.0,0.0,,0.0,
Dope As (Interlude) || Beenzino,Dope As (Interlude),Beenzino,2,0,0.0,0,41.5,44,37,album,True,1.12,18,3.0,3.0,3.0,0.0,5.7,0.18,2.04
Down Bad || Taylor Swift,Down Bad,Taylor Swift,5,0,0.0,0,83.6,85,33,album,True,4.35,16,0.6,1.2,2.4,0.0,2.28,0.72,0.98
Drama || aespa,Drama,aespa,224,3,36.7,88,84.23,88,14,album,False,3.58,7,0.6197309417040359,43.8,138.2,42.86,83.27,40.33,56.37
Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack] || Jung Kook & BTS,Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],Jung Kook & BTS,161,1,21.0,21,84.79,88,10,single,False,3.36,1,0.5,5.6,80.0,14.29,10.65,28.93,16.68
Drowning || WOODZ,Drowning,WOODZ,7,0,0.0,0,60.29,61,49,single,False,4.08,7,0.16666666666666666,0.6,1.0,0.0,1.14,1.08,0.67
EASY || LE SSERAFIM,EASY,LE SSERAFIM,141,1,35.0,35,84.31,89,3,single,False,2.74,5,0.40142857142857147,6.6,56.2,14.29,12.55,25.32,16.44
ENGLAND || YANGHONGWON,ENGLAND,YANGHONGWON,4,0,0.0,0,42.0,46,22,album,False,2.57,8,1.5999999999999999,2.4,4.8,0.0,4.56,0.54,1.73
ETA || NewJeans,ETA,NewJeans,340,5,22.6,77,83.4,89,3,single,False,2.52,6,0.39292035398230085,5.2,133.2,71.43,9.89,61.3,47.36
"Earth, Wind & Fire || BOYNEXTDOOR","Earth, Wind & Fire",BOYNEXTDOOR,25,0,0.0,0,70.52,75,21,album,False,2.98,7,1.0416666666666667,10.0,25.0,0.0,19.01,4.34,7.74
Either Way || IVE,Either Way,IVE,38,0,0.0,0,76.87,79,10,single,False,2.78,1,0.4810810810810811,3.6,17.8,0.0,6.84,6.69,4.07
Elevator || Lim Young Woong,Elevator,Lim Young Woong,6,1,16.0,16,55.33,56,48,single,False,3.46,2,0.27999999999999997,0.6,1.4,14.29,1.14,0.9,6.34
Espresso || Sabrina Carpenter,Espresso,Sabrina Carpenter,176,0,0.0,0,96.45,100,11,single,True,2.92,1,0.4754285714285714,4.0,83.2,0.0,7.6,31.65,10.57
"Eve, Psyche & The Bluebeard’s wife || LE SSERAFIM","Eve, Psyche & The Bluebeard’s wife",LE SSERAFIM,131,0,0.0,0,84.03,87,9,album,False,3.09,13,0.3769230769230769,3.2,49.0,0.0,6.08,23.51,8.01
Even for a moment || Sung Si Kyung & Naul,Even for a moment,Sung Si Kyung & Naul,1,0,0.0,0,0.0,0,36,single,False,4.89,1,,,0.0,0.0,,0.0,
Event Horizon || Younha,Event Horizon,Younha,1,0,0.0,0,64.0,64,50,album,False,5.01,14,,,0.0,0.0,,0.0,
Every Moment With You || JAESSBEE,Every Moment With You,JAESSBEE,8,0,0.0,0,46.0,50,20,single,False,2.87,1,1.5714285714285714,4.0,11.0,0.0,7.6,1.27,2.98
FE!N (feat. Playboi Carti) || Travis Scott,FE!N (feat. Playboi Carti),Travis Scott,3,0,0.0,0,90.0,91,42,album,True,3.2,19,0.6,0.6,1.2,0.0,1.14,0.36,0.49
FE!N || Travis Scott,FE!N,Travis Scott,3,0,0.0,0,57.0,87,26,album,True,3.2,19,26.099999999999998,50.4,52.199999999999996,0.0,95.82,0.36,33.63
FIELD TRIP || ¥$ & Kanye West & Ty Dolla $ign,FIELD TRIP,¥$ & Kanye West & Ty Dolla $ign,9,1,14.0,14,68.89,81,19,album,True,2.79,16,6.7250000000000005,44.6,53.800000000000004,14.29,84.79,1.45,35.75
FLOWER || JISOO,FLOWER,JISOO,44,1,23.0,23,85.27,86,17,single,False,2.89,2,0.29767441860465116,2.8,12.8,14.29,5.32,7.78,9.52
FOREVER || BABYMONSTER,FOREVER,BABYMONSTER,7,0,0.0,0,58.29,60,43,single,False,3.55,1,0.7999999999999999,2.4,4.8,0.0,4.56,1.08,1.87
FRI(END)S (Instrumental) || V,FRI(END)S (Instrumental),V,8,0,0.0,0,72.38,75,24,single,False,2.47,4,1.0,3.2,7.0,0.0,6.08,1.27,2.45
FRI(END)S (Slowed Down) || V,FRI(END)S (Slowed Down),V,8,0,0.0,0,71.62,75,28,single,False,2.7,4,0.9142857142857143,2.8,6.3999999999999995,0.0,5.32,1.27,2.18
FRI(END)S (Sped Up) || V,FRI(END)S (Sped Up),V,8,0,0.0,0,71.88,75,26,single,False,2.05,4,0.9714285714285714,2.8,6.8,0.0,5.32,1.27,2.18
FRI(END)S || V,FRI(END)S,V,120,0,0.0,0,89.83,93,9,single,False,2.47,4,0.43025210084033616,3.6,51.2,0.0,6.84,21.52,7.77
FRIED || ¥$ & Kanye West & Ty Dolla $ign,FRIED,¥$ & Kanye West & Ty Dolla $ign,3,0,0.0,0,47.33,73,38,album,True,2.99,16,22.3,42.2,44.6,0.0,80.23,0.36,28.17
FUK SUMN || Kanye West & Ty Dolla $ign,FUK SUMN,Kanye West & Ty Dolla $ign,1,0,0.0,0,80.0,80,31,album,True,3.49,16,,,0.0,0.0,,0.0,
Face-off || Jimin,Face-off,Jimin,406,1,13.0,13,78.76,83,5,single,True,3.83,6,0.5604938271604938,7.2,227.0,14.29,13.69,73.24,28.82
Fact Check || NCT 127,Fact Check,NCT 127,9,0,0.0,0,60.78,75,23,album,False,3.08,9,5.925,36.6,47.4,0.0,69.58,1.45,24.72
Falling || Jin,Falling,Jin,11,0,0.0,0,60.18,74,24,single,False,2.98,6,2.2800000000000002,4.6,22.8,0.0,8.75,1.81,3.52
